Курс,Стать,Оцінка з математичої дисципліни,Оцінка з гуманітарної дисципліни,Оцінка з дисципліни за спеціальністю,"1.Коли починаю будь-яку роботу, як правило, сподіваюся на успіх",2.Під час діяльності виявляю активність,3.Маю схильність до виявлення ініціативи,"4.Під час виконання відповідальних завдань намагаюся, якщо це можливо, знайти причини відмовитися від них","5.Часто обираю крайнощі: або надто легкі, або занадто важкі завдання","6.Якщо зустрічаю перешкоди, як правило, не відступаю, а шукаю можливості їх подолання","7.Коли успіхи і невдачі трапляються впереміжку, більше звертаю увагу на успіхи, а невдачами нехтую","8.Коли успіхи і невдачі трапляються впереміжку, більше звертаю увагу на успіхи, а невдачами нехтую","9.Коли завдання складні, а часу мало, результат діяльності погіршується",10.Я зазвичай наполегливий у досягненні мети,11.Планую своє майбутнє на достатньо віддалену перспективу,"12.Якщо ризикую, то скоріше обдумано","13.Не дуже наполегливий у досягненні мети, особливо, якщо відсутній зовнішній контроль","14.Волію ставити перед собою середні або злегка завищені завдання, які реально можу виконати","15.Якщо під час виконання будь-якого завдання мене спіткає невдача, воно стає для мене менш привабливим","16.Коли успіхи і невдачі трапляються впереміжку, більше звертаю уваги на невдачі",17.Планую своє майбутнє лише на найближчий час,"18.Я досягаю кращих результатів, коли час виконання обмежений, навіть якщо завдання досить складне",19.Не відмовляюсь від поставленої мети навіть у разі невдачі під час виконання будь-якої роботи,"20Якщо завдання я обирав сам, тоді у разі невдачі воно ще більше мене приваблює","1.Вивчення цього предмета дає мені можливість дізнатися чимало важливого для себе, проявити свої здібності. #1","1.Вивчення цього предмета дає мені можливість дізнатися чимало важливого для себе, проявити свої здібності. #2","1.Вивчення цього предмета дає мені можливість дізнатися чимало важливого для себе, проявити свої здібності. #3","2.Предмет, що вивчається, мені цікавий, і я хочу знати якомога більше. #1","2.Предмет, що вивчається, мені цікавий, і я хочу знати якомога більше. #2","2.Предмет, що вивчається, мені цікавий, і я хочу знати якомога більше. #3","3.У вивчені цього предмета мені достатньо тих знань, які я отримую на заняттях. #1","3.У вивчені цього предмета мені достатньо тих знань, які я отримую на заняттях. #2","3.У вивчені цього предмета мені достатньо тих знань, які я отримую на заняттях. #3","4.Навчальні завдання з цього предмета мені нецікаві, я їх виконую, тому що цього вимагає викладач. #1","4.Навчальні завдання з цього предмета мені нецікаві, я їх виконую, тому що цього вимагає викладач. #2","4.Навчальні завдання з цього предмета мені нецікаві, я їх виконую, тому що цього вимагає викладач. #3","5.Труднощі, що виникають при вивченні предмета, роблять його для мене ще більш захопливим. #1","5.Труднощі, що виникають при вивченні предмета, роблять його для мене ще більш захопливим. #2","5.Труднощі, що виникають при вивченні предмета, роблять його для мене ще більш захопливим. #3",6.При вивченні предмета крім підручників і рекомендованої літератури я самостійно читаю додаткову літературу #1,6.При вивченні предмета крім підручників і рекомендованої літератури я самостійно читаю додаткову літературу #2,6.При вивченні предмета крім підручників і рекомендованої літератури я самостійно читаю додаткову літературу #3,"7.Вважаю, що важкі теоретичні питання з цього предмета можна було б не вивчати. #1","7.Вважаю, що важкі теоретичні питання з цього предмета можна було б не вивчати. #2","7.Вважаю, що важкі теоретичні питання з цього предмета можна було б не вивчати. #3","8.Якщо щось не виходить з цього предмета, прагну розібратися і дійти до суті. #1","8.Якщо щось не виходить з цього предмета, прагну розібратися і дійти до суті. #2","8.Якщо щось не виходить з цього предмета, прагну розібратися і дійти до суті. #3","9.На заняттях з цього предмета у мене часто буває такий стан, коли «зовсім не хочеться вчитися». #1","9.На заняттях з цього предмета у мене часто буває такий стан, коли «зовсім не хочеться вчитися». #2","9.На заняттях з цього предмета у мене часто буває такий стан, коли «зовсім не хочеться вчитися». #3",10.Активно працюю і виконую завдання лише під контролем викладача. #1,10.Активно працюю і виконую завдання лише під контролем викладача. #2,10.Активно працюю і виконую завдання лише під контролем викладача. #3,"11.Матеріал, що вивчається з цього предмета, з цікавістю обговорюю у вільний час (на перерві, вдома) зі своїми одногрупниками (друзями). #1","11.Матеріал, що вивчається з цього предмета, з цікавістю обговорюю у вільний час (на перерві, вдома) зі своїми одногрупниками (друзями). #2","11.Матеріал, що вивчається з цього предмета, з цікавістю обговорюю у вільний час (на перерві, вдома) зі своїми одногрупниками (друзями). #3","12.Прагну самостійно виконувати завдання з цього предмета, не люблю, коли мені підказують і допомагають. #1","12.Прагну самостійно виконувати завдання з цього предмета, не люблю, коли мені підказують і допомагають. #2","12.Прагну самостійно виконувати завдання з цього предмета, не люблю, коли мені підказують і допомагають. #3",13.Прагну списати у товаришів або прошу когось виконати завдання за мене. #1,13.Прагну списати у товаришів або прошу когось виконати завдання за мене. #2,13.Прагну списати у товаришів або прошу когось виконати завдання за мене. #3,"14.Вважаю, що всі знання з цього предмета – цінні і потрібно знати якомога більше. #1","14.Вважаю, що всі знання з цього предмета – цінні і потрібно знати якомога більше. #2","14.Вважаю, що всі знання з цього предмета – цінні і потрібно знати якомога більше. #3",15.Оцінка з цього предмета для мене важливіша за знання. #1,15.Оцінка з цього предмета для мене важливіша за знання. #2,15.Оцінка з цього предмета для мене важливіша за знання. #3,"16.Якщо я погано підготовлений до пари, то я не засмучуюсь і не переживаю. #1","16.Якщо я погано підготовлений до пари, то я не засмучуюсь і не переживаю. #2","16.Якщо я погано підготовлений до пари, то я не засмучуюсь і не переживаю. #3",17.Мої інтереси і захоплення у вільний час пов’язані з цим предметом. #1,17.Мої інтереси і захоплення у вільний час пов’язані з цим предметом. #2,17.Мої інтереси і захоплення у вільний час пов’язані з цим предметом. #3,"18.Цей предмет дається мені важко, доводиться змушувати себе виконувати учбові завдання. #1","18.Цей предмет дається мені важко, доводиться змушувати себе виконувати учбові завдання. #2","18.Цей предмет дається мені важко, доводиться змушувати себе виконувати учбові завдання. #3","19.Якщо через хворобу ( або з інших причин) я пропускаю пари з цього предмета, то мене це засмучує. #1","19.Якщо через хворобу ( або з інших причин) я пропускаю пари з цього предмета, то мене це засмучує. #2","19.Якщо через хворобу ( або з інших причин) я пропускаю пари з цього предмета, то мене це засмучує. #3","20.Якби це було можливо, то я виключив цей предмет із розкладу(навчального плану). #1","20.Якби це було можливо, то я виключив цей предмет із розкладу(навчального плану). #2","20.Якби це було можливо, то я виключив цей предмет із розкладу(навчального плану). #3",1.Тому що мені подобається обрана професія,2.Щоб забезпечити успішність майбутньої професійної діяльності,3.Бо хочу стати фахівцем;,4.Щоб відповісти на актуальні запитання зі сфери майбутньої професійної діяльності,"5.Бо хочу повністю використовувати свої задатки, здібності та схильності до вибраної професії",6.Щоб не відставати від друзів;,"7.Щоб працювати, треба мати глибокі та всебічні знання;",8.Тому що хочу бути серед кращих студентів;,"9. Тому що хочу, щоб наша навчальна група стала кращою в інституті;",10.Щоб спілкуватися з цікавими людьми;,11.Тому що отримані знання дають мені змогу досягти всього необхідного;,"12.Бо необхідно закінчити університет, щоб знайомі не перестали вважати мене здібною, перспективною людиною;",13. Щоб уникнути осуду та покарання за погане навчання;,"14.Бо хочу, щоб мене поважали в навчальній групі;","15.Бо не хочу відставати від однокурсників, не бажаю опинитися серед відстаючих;",16.Тому що від успіхів у навчанні залежить рівень моїх статків у майбутньому;,"17.Щоб успішно вчитися, складати іспити на «добре» та «відмінно»;",18.Бо просто подобається вчитися;,"19.Бо, потрапивши в інститут, вимушений(а) вчитися, щоб закінчити його;",20.Щоб бути постійно готовим до чергових занять;,"21.Щоб успішно продовжити навчання на подальших курсах, знайти відповіді на конкретні навчальні запитання;",22.Щоб набути глибоких і міцних знань;,23.Тому що в майбутньому думаю зайнятися науковою діяльністю за фахом;,24.Будь-які знання знадобляться в майбутній професії;,25.Тому що хочу принести більше користі суспільству;,26.Щоб стати висококваліфікованим спеціалістом;,"27.Щоб дізнаватися нове, займатися творчою діяльністю;","28.Щоб дати відповіді на проблеми розвитку суспільства, життєдіяльності людей;",29.Щоб бути «на хорошому рахунку» у викладачів;,30.Щоб досягти схвалення батьків та оточуючих;,"31.Заради виконання обов’язку перед батьками, школою;",32.Тому що знання додають мені впевненості в собі;,33.Тому що від успіхів у навчанні залежить моє майбутнє службове становище;,"34.Бо хочу отримати диплом із гарними оцінками, щоб мати перевагу над іншими."
1,ж,86,81,77,так,ні,ні,ні,так,так,ні,так,так,так,так,так,так,так,ні,так,ні,так,ні,так,"• Напевно, вірно – (+)",• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,"• Напевно, вірно – (+)",• Вірно,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,"• Напевно, вірно – (+)",• Невірно – (- -).,• Невірно – (- -).,"• Напевно, вірно – (+)",• Вірно,• Невірно – (- -).,"• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Невірно – (- -).,"• Напевно, невірно – (-);",• Вірно,"• Напевно, невірно – (-);","• Напевно, вірно – (+)",• Вірно,• Невірно – (- -).,• Вірно,"• Напевно, невірно – (-);",• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)",• Вірно,• Вірно,"• Напевно, вірно – (+)","• Напевно, невірно – (-);",• Невірно – (- -).,5,2,4,2,4,4,2,5,2,4,4,3,3,5,3,5,2,5,2,4,4,3,5,2,5,5,5,5,5,2,4,3,2,4
1,ж,88,91,94,так,так,ні,ні,так,так,ні,так,ні,ні,ні,ні,ні,так,ні,ні,ні,ні,ні,ні,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, невірно – (-);",• Невірно – (- -).,• Невірно – (- -).,"• Напевно, невірно – (-);",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Невірно – (- -).,"• Напевно, невірно – (-);",• Невірно – (- -).,"• Напевно, невірно – (-);",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,"• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Невірно – (- -).,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",5,2,5,3,4,3,4,4,3,4,5,5,3,4,3,5,4,4,3,3,3,4,3,4,4,4,3,4,3,4,4,2,4,4
1,ч,96,96,96,так,так,так,ні,так,так,так,так,так,так,так,так,так,так,так,так,так,так,так,так,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,"• Напевно, вірно – (+)",• Вірно,"• Напевно, вірно – (+)",• Вірно,"• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,"• Напевно, вірно – (+)",• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,"• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,• Вірно,• Вірно,"• Напевно, вірно – (+)",• Вірно,• Вірно,• Вірно,• Вірно,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,4,5,4,5,5,4,4,5,4,4
2,ж,77,95,83,так,так,так,ні,ні,так,так,так,так,так,ні,так,ні,так,ні,ні,ні,так,так,ні,"• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Невірно – (- -).,"• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Вірно,"• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Невірно – (- -).,• Вірно,• Вірно,• Вірно,"• Напевно, вірно – (+)",• Невірно – (- -).,• Вірно,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Вірно,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Вірно,• Вірно,• Вірно,• Вірно,"• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Вірно,4,5,5,4,5,4,5,4,4,5.0,5.0,3,3,4,5,3,4,4,1,1,5,5,1,4,3.0,5,5,3,3,3.0,2,5,2,3
2,ч,60,68,63,так,так,ні,так,так,так,так,так,так,так,ні,ні,так,так,ні,ні,так,ні,так,ні,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,"• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",3,4,4,5,5,3,4,3,4,4.0,4.0,3,3,3,2,2,2,3,3,3,3,4,3,4,3.0,4,4,2,2,2.0,2,3,2,2
2,ж,77,85,76,так,так,ні,так,так,так,так,так,так,так,ні,так,так,так,так,ні,так,ні,так,так,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Вірно,• Вірно,• Вірно,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);",• Невірно – (- -).,• Невірно – (- -).,• Вірно,• Вірно,• Вірно,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",3,4,5,4,5,2,4,3,3,4.0,4.0,3,1,2,2,2,2,3,3,3,3,4,3,4,3.0,4,4,3,2,2.0,2,2,2,3
2,ж,89,98,94,так,так,ні,так,ні,так,ні,так,так,так,ні,так,ні,так,так,ні,так,ні,ні,так,• Вірно,• Вірно,"• Напевно, вірно – (+)","• Напевно, невірно – (-);",• Вірно,• Невірно – (- -).,"• Напевно, вірно – (+)",• Невірно – (- -).,• Вірно,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)",• Невірно – (- -).,• Вірно,• Невірно – (- -).,"• Напевно, вірно – (+)",• Вірно,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)",• Невірно – (- -).,• Вірно,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Невірно – (- -).,"• Напевно, вірно – (+)",• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",4,4,4,5,5,5,2,3,3,5.0,2.0,2,2,2,4,5,1,3,2,2,2,5,1,5,5.0,5,5,5,1,1.0,1,5,1,1
2,ж,87,95,89,так,так,ні,так,так,ні,ні,так,ні,ні,ні,так,так,так,ні,так,ні,так,ні,так,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,"• Напевно, вірно – (+)",• Вірно,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Вірно,• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,• Вірно,• Вірно,• Вірно,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,5,5,5,5,5,4,5,5,5,5.0,5.0,4,4,5,4,5,5,5,4,5,5,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5
2,ж,63,77,83,так,так,ні,так,ні,так,так,так,так,так,ні,так,так,так,так,ні,так,ні,так,ні,"• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,"• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);",• Невірно – (- -).,• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Невірно – (- -).,• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)",3,4,4,4,4,3,4,3,3,4.0,3.0,3,3,3,3,3,3,2,4,4,4,4,2,4,3.0,4,4,2,3,3.0,3,3,3,3
2,ж,85,79,73,так,так,так,ні,так,так,так,так,так,так,так,так,ні,ні,ні,ні,ні,так,ні,так,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, вірно – (+)",• Невірно – (- -).,• Невірно – (- -).,• Вірно,"• Напевно, вірно – (+)",• Вірно,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Вірно,"• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Невірно – (- -).,"• Напевно, невірно – (-);",• Невірно – (- -).,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",4,5,4,4,4,1,4,3,3,4.0,4.0,2,2,3,2,3,3,3,4,3,3,4,4,4,3.0,5,4,3,3,3.0,3,4,4,3
2,ч,78,68,84,так,так,ні,так,так,так,так,ні,так,так,так,так,ні,ні,ні,ні,ні,ні,так,так,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Вірно,"• Напевно, вірно – (+)",• Вірно,"• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)",• Невірно – (- -).,• Невірно – (- -).,• Невірно – (- -).,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Невірно – (- -).,"• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, вірно – (+)","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",• Вірно,• Вірно,• Вірно,"• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);","• Напевно, невірно – (-);",4,4,5,4,4,2,3,3,3,4.0,3.0,3,2,2,2,3,3,3,4,3,4,4,3,4,3.0,5,4,3,3,3.0,2,3,2,2
